group,Date,KWH,Next_3_Days_Energy_Total,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
33,2013-12-26,1363.223,1241.119333333333,6.0,1.0,22.0,10.8,6.7,2.1,2.4,99510.0,0.0
33,2013-12-27,1313.986,1249.427,5.2,0.9599999999999997,35.8,7.779999999999999,3.14,1.0799999999999998,1.4,101656.0,0.0
33,2013-12-28,1285.076,1316.693,2.0,4.5,40.0,10.5,6.3,3.7,0.0,99750.0,0.0
33,2013-12-29,1340.45,1308.4243333333334,1.0,6.3,48.0,10.5,5.1,-0.3,0.4,101490.0,0.0
33,2013-12-30,1352.499,1297.4916666666666,4.0,1.7,27.0,10.9,6.4,2.2,6.0,101070.0,0.0
33,2013-12-31,1352.854,1235.1616666666666,5.0,0.0,13.0,11.4,8.0,5.1,4.8,100410.0,0.0
33,2014-01-01,1405.543,1233.9223333333332,6.0,0.0,13.0,11.1,8.5,5.6,13.8,99300.0,0.0
33,2014-01-02,1282.275,1236.4106666666669,4.0,5.2,45.0,10.7,8.6,6.1,4.8,99330.0,0.0
33,2014-01-03,1215.664,1248.7273333333335,3.0,2.9,34.0,9.5,8.6,6.5,12.0,99440.0,0.0
33,2014-01-04,1301.134,1265.3646666666666,6.0,0.0,13.0,12.5,7.4,5.3,3.4,99360.0,0.0
33,2014-01-05,1403.772,1266.4673333333333,4.0,1.0,23.0,12.6,6.6,0.7,9.6,100010.0,0.0
33,2014-01-06,1277.384,1245.518,5.0,1.2,25.0,11.8,7.7,2.7,9.6,99450.0,0.0
33,2014-01-07,1224.997,1217.5856666666666,4.0,1.4,26.0,12.0,10.5,9.1,5.2,100300.0,0.0
33,2014-01-08,1243.705,1216.602,4.0,0.9,23.0,9.1,9.4,6.7,3.6,101190.0,0.0
33,2014-01-09,1228.619,1227.2340000000002,4.0,3.3,38.0,10.9,8.7,8.3,0.0,100640.0,0.0
33,2014-01-10,1251.034,1242.6633333333332,3.0,3.9,41.0,9.2,6.6,2.3,1.8,101430.0,0.0
33,2014-01-11,1268.628,1300.6426666666666,3.0,6.7,55.0,9.9,6.8,4.3,0.0,101860.0,0.0
33,2014-01-12,1430.417,1311.671,4.0,1.9,31.0,9.7,4.1,-1.8,2.4,101650.0,0.0
33,2014-01-13,1226.228,1310.4516666666668,2.0,3.5,41.0,10.2,5.9,2.1,4.8,100500.0,0.0
33,2014-01-14,1235.83,1256.2186666666666,5.0,5.7,52.0,11.3,5.4,0.5,4.6,100440.0,0.0
33,2014-01-15,1243.427,1239.5876666666666,7.0,0.0,15.0,10.6,6.3,1.3,2.8,99840.0,0.0
33,2014-01-16,1222.51,1267.0716666666667,5.0,2.6,37.0,9.2,9.0,7.4,11.6,99040.0,0.0
33,2014-01-17,1243.295,1268.3213333333335,5.0,1.9,33.0,10.7,7.9,6.5,7.2,99060.0,0.0
33,2014-01-18,1280.377,1303.216,7.0,0.9,26.0,8.6,8.4,6.1,0.2,99140.0,0.0
33,2014-01-19,1272.422,1277.134,2.0,5.4,54.0,9.2,7.4,6.2,0.0,99550.0,0.0
33,2014-01-20,1246.603,1270.737,6.0,3.9,46.0,8.7,4.9,0.6,0.2,100770.0,0.0
33,2014-01-21,1217.529,1237.418,5.0,1.7,33.0,10.7,4.9,1.0,8.8,101000.0,0.0
33,2014-01-22,1188.625,1239.7446666666667,7.0,2.5,39.0,8.8,6.2,1.6,0.2,100670.0,0.0
33,2014-01-23,1243.652,1231.254,4.0,2.9,42.0,8.8,5.5,2.2,1.2,101260.0,0.0
33,2014-01-24,1249.425,1241.6716666666666,7.0,0.0,17.0,12.3,5.3,1.7,5.6,101390.0,0.0
33,2014-01-25,1234.913,1258.683,5.0,1.5,34.0,9.9,8.5,4.6,1.8,101260.0,0.0
33,2014-01-26,1417.59,1258.259,6.0,0.1,20.0,8.8,6.9,3.8,5.0,100210.0,0.0
33,2014-01-27,1282.51,1245.943,3.0,3.6,49.0,10.1,5.4,2.0,1.8,98990.0,0.0
33,2014-01-28,1231.255,1223.3406666666667,6.2,1.04,26.0,7.279999999999999,4.16,1.2,1.2799999999999998,101450.0,0.0
33,2014-01-29,1254.891,1204.7376666666669,8.0,0.0,18.0,6.0,4.8,4.7,18.8,99400.0,0.0
33,2014-01-30,1232.617,1226.231,7.0,0.0,19.0,9.5,4.7,3.4,0.2,100180.0,0.0
33,2014-01-31,1313.707,1241.1526666666666,8.0,0.0,19.0,9.1,5.3,1.1,19.8,99840.0,0.0
33,2014-02-01,1258.64,1268.3986666666667,3.0,5.6,65.0,10.2,5.6,2.0,0.0,99000.0,0.0
33,2014-02-02,1337.301,1235.68,2.0,7.0,74.0,8.8,7.6,4.9,0.0,100530.0,0.0
33,2014-02-03,1235.461,1209.625,3.0,1.0,34.0,9.4,6.1,3.4,0.0,100370.0,0.0
33,2014-02-04,1239.449,1197.839,5.0,3.9,57.0,10.1,6.8,4.2,11.2,99670.0,0.0
33,2014-02-05,1237.344,1186.593,5.2,2.12,34.0,10.0,5.98,3.0000000000000004,0.04,102186.0,0.0
33,2014-02-06,1242.441,1206.3483333333334,5.0,0.0,21.0,9.8,8.4,6.7,19.0,98980.0,0.0
33,2014-02-07,1213.977,1188.0996666666667,5.6,2.0,30.6,8.879999999999999,6.6,3.6399999999999997,5.4,100908.0,0.0
34,2012-09-28,1122.128,1149.3496666666667,5.0,1.6,73.0,16.7,13.3,8.5,0.2,101300.0,0.0
34,2012-09-29,1149.881,1169.102,1.0,8.7,146.0,18.1,12.7,8.6,0.0,101830.0,0.0
34,2012-09-30,1237.794,1197.9489999999998,5.0,1.6,71.0,17.3,12.1,6.1,4.2,101870.0,0.0
34,2012-10-01,1232.449,1196.2103333333332,6.0,2.7,85.0,17.9,15.2,13.0,2.6,101190.0,0.0
34,2012-10-02,1141.882,1185.512,6.0,2.8,85.0,15.1,14.4,10.9,1.2,100970.0,0.0
34,2012-10-03,1144.036,1195.9506666666666,7.0,1.6,69.0,16.4,13.1,11.0,4.6,100560.0,0.0
34,2012-10-04,1116.919,1198.5756666666666,3.0,7.5,128.0,15.8,11.4,6.4,6.2,100820.0,0.0
34,2012-10-05,1162.108,1211.8896666666667,8.0,1.1,60.0,15.3,13.2,10.5,17.6,100700.0,0.0
34,2012-10-06,1137.852,1236.6046666666666,4.0,7.9,128.0,13.8,11.4,7.5,0.2,101300.0,0.0
34,2012-10-07,1168.755,1269.7913333333331,3.0,3.2,84.0,12.7,9.3,4.7,0.0,101790.0,0.0
34,2012-10-08,1211.364,1269.9399999999998,8.0,0.0,34.0,14.3,9.9,7.0,2.8,101300.0,0.0
34,2012-10-09,1119.345,1215.8546666666666,6.0,3.8,87.0,15.4,11.5,8.7,0.0,101610.0,0.0
34,2012-10-10,1104.849,1185.678666666667,7.0,2.8,76.0,15.7,11.8,8.1,0.0,101500.0,0.0
34,2012-10-11,1163.031,1194.2836666666665,8.0,0.0,32.0,14.8,12.3,8.9,7.8,100370.0,0.0
34,2012-10-12,1100.749,1241.2933333333333,5.0,6.4,106.0,13.5,12.3,9.7,0.0,100580.0,0.0
34,2012-10-13,1184.269,1291.054,4.0,4.1,85.0,12.9,9.6,5.6,0.8,100480.0,0.0
34,2012-10-14,1222.288,1295.0373333333332,1.0,7.7,113.0,14.2,7.4,1.9,0.0,100270.0,0.0
34,2012-10-15,1187.29,1306.9396666666664,6.0,0.6,44.0,15.9,8.6,2.9,1.4,100240.0,0.0
34,2012-10-16,1179.053,1294.4003333333333,4.0,7.3,107.0,17.5,12.1,8.3,12.0,100090.0,0.0
34,2012-10-17,1190.193,1311.189,5.0,6.2,98.0,17.0,12.7,7.8,1.6,99770.0,0.0
34,2012-10-18,1218.606,1325.9953333333335,7.0,2.9,69.0,13.6,14.6,12.1,0.2,100200.0,0.0
34,2012-10-19,1186.928,1329.669666666667,8.0,0.0,28.0,14.1,12.4,11.2,8.2,100780.0,0.0
34,2012-10-20,1230.135,1397.3280000000002,7.0,0.3,36.0,13.6,11.3,8.4,5.2,101630.0,0.0
34,2012-10-21,1292.751,1405.2676666666666,8.0,0.0,27.0,14.9,11.5,9.3,0.8,101810.0,0.0
34,2012-10-22,1286.488,1434.6103333333333,8.0,0.0,27.0,13.8,12.8,10.7,0.2,102020.0,0.0
34,2012-10-23,1230.581,1379.048,8.0,0.0,26.0,16.9,12.9,11.9,0.0,102380.0,0.0
34,2012-10-24,1130.495,1361.4926666666668,6.0,1.6,50.0,13.3,14.4,11.9,0.0,101960.0,0.0
34,2012-10-25,1195.96,1338.7659999999998,8.0,0.0,25.0,9.1,13.1,12.9,0.4,101650.0,0.0
34,2012-10-26,1256.396,1370.244333333333,7.0,0.0,25.0,9.1,8.6,8.0,0.2,101280.0,0.0
34,2012-10-27,1271.524,1403.4740000000002,3.0,6.2,85.0,9.7,5.6,2.1,0.2,101670.0,0.0
34,2012-10-28,1345.242,1426.7736666666667,7.0,0.1,27.0,13.3,5.0,0.2,3.0,101550.0,0.0
34,2012-10-29,1268.346,1375.1243333333332,7.0,1.7,47.0,11.1,9.0,4.6,1.8,100870.0,0.0
34,2012-10-30,1307.231,1326.2926666666667,4.0,5.6,77.0,13.2,7.8,4.5,0.2,100460.0,0.0
34,2012-10-31,1307.624,1318.9696666666669,6.0,1.5,44.0,10.3,9.7,6.1,9.2,98970.0,0.0
34,2012-11-01,1318.712,1327.802,4.4,3.2399999999999998,45.8,9.86,4.319999999999999,0.12000000000000002,6.44,100684.0,0.0
34,2012-11-02,1351.65,1355.871666666667,2.0,6.4,79.0,10.3,7.6,3.8,0.0,99120.0,0.0
34,2012-11-03,1318.647,1369.293333333333,3.0,5.1,69.0,8.9,6.3,2.2,11.6,99650.0,0.0
34,2012-11-04,1521.687,1389.084,6.0,0.2,26.0,10.2,5.4,1.9,4.8,99420.0,0.0
34,2012-11-05,1375.469,1385.048,2.0,6.7,77.0,10.1,5.3,0.3,0.0,100640.0,0.0
34,2012-11-06,1406.675,1379.4826666666668,4.0,4.2,61.0,10.9,5.4,0.6,0.4,102050.0,0.0
34,2012-11-07,1355.0,1365.186333333333,4.0,4.2,60.0,13.1,7.4,3.8,0.0,102450.0,0.0
34,2012-11-08,1322.803,1363.9,6.0,3.1,51.0,11.5,9.9,6.6,0.0,101930.0,0.0
34,2012-11-09,1338.495,1385.0003333333334,7.0,0.4,27.0,10.2,9.7,7.8,4.2,101000.0,0.0
34,2012-11-10,1449.435,1436.5023333333331,6.0,0.0,19.0,10.7,9.3,8.3,0.2,99780.0,0.0
34,2012-11-11,1422.492,1463.928,1.0,8.0,77.0,12.7,6.0,1.3,0.2,101170.0,0.0
34,2012-11-12,1408.394,1446.2833333333335,8.0,0.0,19.0,15.5,8.0,3.2,1.4,102090.0,0.0
34,2012-11-13,1294.487,1415.9903333333332,6.0,1.0,32.0,14.2,11.4,7.3,0.2,102620.0,0.0
34,2012-11-14,1275.997,1423.609333333333,3.0,5.2,60.0,10.1,12.0,9.7,0.0,102640.0,0.0
34,2012-11-15,1386.425,1456.9800000000002,6.0,1.3,33.0,12.6,7.1,4.0,0.0,102270.0,0.0
34,2012-11-16,1320.984,1501.1973333333335,8.0,0.0,17.0,12.5,9.1,5.6,0.0,101470.0,0.0
34,2012-11-17,1360.206,1532.7026666666668,8.0,0.1,20.0,9.9,9.3,6.0,0.0,100780.0,0.0
34,2012-11-18,1426.69,1531.6853333333336,2.0,7.0,66.0,12.8,5.6,1.2,0.2,101470.0,0.0
34,2012-11-19,1380.356,1505.381666666667,5.0,1.7,35.0,13.4,7.0,1.2,1.0,101100.0,0.0
34,2012-11-20,1348.098,1490.506,8.0,0.0,16.0,12.1,10.3,7.1,6.2,100840.0,0.0
34,2012-11-21,1409.994,1500.6353333333334,6.0,0.0,16.0,13.3,10.8,9.5,4.4,100760.0,0.0
34,2012-11-22,1337.467,1525.025666666667,6.0,0.9,27.0,11.6,9.8,6.3,11.6,101100.0,0.0
34,2012-11-23,1344.239,1509.1073333333334,3.0,2.6,39.0,12.6,8.9,6.1,0.2,101160.0,0.0
34,2012-11-24,1473.295,1544.173,6.0,0.0,15.0,11.6,7.4,2.1,12.2,101000.0,0.0
34,2012-11-25,1491.973,1548.1666666666667,6.0,3.5,43.0,9.3,8.5,5.4,4.6,100170.0,0.0
34,2012-11-26,1426.516,1513.1523333333334,8.0,0.0,15.0,8.6,8.1,6.8,7.0,99830.0,0.0
34,2012-11-27,1420.361,1500.8966666666668,8.0,0.0,15.0,7.2,7.7,6.8,1.0,100410.0,0.0
34,2012-11-28,1401.094,1533.809,6.0,0.1,17.0,6.5,6.5,5.8,0.0,101340.0,0.0
34,2012-11-29,1449.373,1624.028,2.0,5.3,50.0,4.9,4.0,1.5,0.0,101290.0,0.0
34,2012-11-30,1520.473,1600.746666666667,4.0,4.5,46.0,6.2,1.7,-1.6,0.0,101210.0,0.0
34,2012-12-01,1533.746,1556.1,3.0,1.1,24.0,10.4,2.5,-1.3,0.2,101480.0,0.0
34,2012-12-02,1543.889,1522.2256666666665,2.0,5.5,47.0,10.8,4.2,-2.1,4.6,101650.0,0.0
34,2012-12-03,1517.421,1499.8186666666668,6.0,0.2,16.0,8.1,5.2,-0.4,0.4,100750.0,0.0
34,2012-12-04,1454.835,1495.1513333333332,2.0,4.8,44.0,4.1,4.6,1.0,1.0,100370.0,0.0
34,2012-12-05,1499.262,1507.4710000000002,3.0,3.9,39.0,5.8,1.1,-2.0,0.2,100840.0,0.0
34,2012-12-06,1547.809,1535.5303333333334,4.0,0.0,13.0,6.9,0.9,-4.1,2.4,101350.0,0.0
34,2012-12-07,1528.006,1588.5853333333332,4.0,4.3,40.0,7.3,2.6,-1.7,0.8,100230.0,0.0
34,2012-12-08,1451.507,1585.3743333333332,4.0,6.4,49.0,9.2,4.9,2.5,0.0,102350.0,0.0
34,2012-12-09,1320.4184,1628.938666666667,6.0,0.7,20.0,5.9,6.1,2.9,0.0,101930.0,0.0
34,2012-12-10,1539.987,1665.086,1.0,5.1,43.0,2.6,4.1,2.3,0.0,102260.0,0.0
34,2012-12-11,1346.464,1667.2256666666665,4.0,4.7,41.0,0.4,0.5,-1.7,0.2,102960.0,0.0
34,2012-12-12,1616.239,1613.2316666666666,6.0,0.9,21.0,6.7,-1.9,-4.1,0.0,102060.0,0.0
34,2012-12-13,1355.6414,1543.2996666666668,6.0,0.4,17.0,11.0,1.5,-3.8,0.4,100560.0,0.0
34,2012-12-14,1617.121,1514.418,5.8,1.1,23.4,7.82,4.6,1.44,2.8,100618.0,0.4
34,2012-12-15,1546.395,1508.4486666666664,4.0,3.3,34.0,10.9,9.2,6.7,0.0,99130.0,0.0
34,2012-12-16,1504.784,1521.1923333333334,4.0,4.5,40.0,9.3,7.2,3.5,0.8,99960.0,0.0
34,2012-12-17,1515.498,1543.706,3.0,6.0,46.0,8.1,7.1,4.8,0.0,100170.0,0.0
34,2012-12-18,1479.174,1527.5559999999998,6.0,0.3,16.0,8.7,5.9,3.6,0.0,101460.0,0.0
34,2012-12-19,1490.782,1469.2279999999998,8.0,0.0,12.0,10.2,5.5,2.2,23.6,101650.0,0.0
34,2012-12-20,1552.457,1428.5286666666664,7.0,0.0,12.0,10.0,7.6,5.0,3.6,100220.0,0.0
34,2012-12-21,1563.352,1402.5819999999997,4.0,3.4,35.0,13.8,8.1,6.2,9.6,100960.0,0.0
34,2012-12-22,1285.163,1442.0136666666667,8.0,0.0,12.0,12.4,10.0,6.2,8.4,100510.0,0.0
34,2012-12-23,1542.824,1456.0649999999998,7.0,0.4,17.0,12.5,10.3,8.2,5.4,100360.0,0.0
34,2012-12-24,1144.7798,1455.446,7.0,0.0,12.0,9.4,10.0,7.5,8.8,99900.0,0.0
34,2012-12-25,1190.9497999999999,1399.6836666666666,7.0,0.3,16.0,10.6,8.2,7.0,3.2,99560.0,0.0
34,2012-12-26,1549.243,1390.134,4.0,0.2,15.0,8.5,6.9,3.2,2.4,100410.0,0.0
34,2012-12-27,1532.063,1408.557,6.0,0.5,18.0,12.6,7.2,5.9,4.8,100560.0,0.0
34,2012-12-28,1548.593,1473.282333333333,8.0,0.0,12.0,11.7,9.0,5.3,0.8,101660.0,0.0
34,2012-12-29,1462.598,1524.0573333333334,7.0,0.0,12.0,11.4,10.1,8.5,1.6,100390.0,0.0
34,2012-12-30,1514.155,1558.6106666666667,4.0,1.1,23.0,11.2,8.2,4.9,0.2,100990.0,0.0
34,2012-12-31,1586.824,1560.850333333333,8.0,0.0,13.0,8.0,8.6,6.0,5.0,100310.0,0.0
34,2013-01-01,1530.139,1551.196333333333,3.0,5.6,46.0,11.0,5.7,3.3,0.0,100790.0,0.0
34,2013-01-02,1465.705,1553.263,7.0,0.0,13.0,11.4,6.5,2.0,0.2,102320.0,0.0
34,2013-01-03,1411.84,1586.5259999999998,8.0,0.0,13.0,10.3,8.6,5.7,0.0,103280.0,0.0
34,2013-01-04,1408.041,1636.68,8.0,0.0,13.0,10.9,9.7,9.1,0.0,103740.0,0.0
34,2013-01-05,1387.865,1680.067,7.0,0.0,13.0,9.0,9.4,7.9,0.2,103530.0,0.0
34,2013-01-06,1530.135,1659.6276666666663,7.0,0.0,13.0,10.0,7.3,5.5,0.0,103230.0,0.0
34,2013-01-07,1450.195,1634.6063333333332,8.0,0.0,13.0,11.5,8.6,7.1,0.0,102680.0,0.0
34,2013-01-08,1386.008,1596.14,7.0,0.7,21.0,9.2,9.5,7.4,3.4,102420.0,0.0
34,2013-01-09,1362.848,1595.134,4.0,3.3,38.0,3.5,8.6,8.0,0.0,102130.0,0.0
34,2013-01-10,1421.546,1595.227,7.0,0.0,14.0,7.4,1.4,-0.7,0.2,101600.0,0.0
34,2013-01-11,1441.277,1568.1083333333331,6.0,2.3,33.0,4.8,4.1,0.7,3.2,101770.0,0.0
34,2013-01-12,1557.024,1520.5453333333337,7.0,0.0,14.0,3.6,2.6,0.4,0.2,101290.0,0.0
34,2013-01-13,1573.871,1478.3860000000002,6.0,1.1,26.0,3.4,1.7,-0.3,0.0,101910.0,0.0
34,2013-01-14,1544.937,1456.8676666666668,7.0,0.0,14.0,2.7,1.6,-0.3,4.8,101160.0,0.0
34,2013-01-15,1563.743,1424.7446666666667,5.0,0.7,23.0,0.3,1.3,-0.1,0.0,100940.0,0.0
34,2013-01-16,1544.909,1389.0969999999998,6.0,1.3,28.0,2.6,-1.2,-2.6,0.0,101340.0,0.0
34,2013-01-17,1551.137,1415.1656666666663,7.0,0.5,22.0,0.6,-1.2,-4.9,0.2,101740.0,0.0
34,2013-01-18,1318.4286,1453.162,8.0,0.0,15.0,1.0,-0.6,-1.8,1.5,100390.0,0.0
34,2013-01-19,1369.0341999999998,1494.4853333333333,8.0,0.0,16.0,-0.2,-0.6,-2.1,0.8,99750.0,3.0
34,2013-01-20,1386.9382,1457.0649999999998,7.0,0.0,16.0,2.0,-0.8,-1.4,3.0,99520.0,2.0
34,2013-01-21,1602.214,1414.684,7.0,0.4,22.0,3.1,0.3,-1.5,0.4,99460.0,5.0
34,2013-01-22,1620.307,1383.6956666666665,5.0,0.0,16.0,2.5,-0.8,-4.7,1.2,100150.0,3.0
34,2013-01-23,1565.899,1376.070333333333,8.0,0.0,17.0,2.3,1.0,-0.6,0.6,100770.0,0.0
34,2013-01-24,1599.196,1394.938,8.0,0.0,17.0,3.6,1.7,1.1,0.0,101660.0,0.0
34,2013-01-25,1620.586,1390.85,8.0,0.0,17.0,10.7,1.6,-0.5,4.8,101440.0,0.0
34,2013-01-26,1484.543,1432.666,5.0,4.1,52.0,10.0,5.9,1.0,9.2,100640.0,0.0
34,2013-01-27,1456.507,1458.2043333333331,4.0,4.8,56.0,11.9,6.8,3.6,0.2,99780.0,0.0
34,2013-01-28,1494.108,1485.412,4.0,0.8,29.0,13.8,7.2,2.4,2.8,100540.0,0.0
34,2013-01-29,1419.988,1456.61,8.0,0.0,18.0,11.7,8.7,3.6,6.2,100320.0,0.0
34,2013-01-30,1360.138,1413.8533333333332,4.0,5.2,61.0,10.2,10.2,8.6,1.2,100700.0,0.0
34,2013-01-31,1387.165,1384.5486666666666,4.0,3.7,53.0,7.6,8.4,6.6,5.8,101250.0,0.0
34,2013-02-01,1498.194,1362.052,6.0,1.4,36.0,5.7,6.2,4.7,0.6,100250.0,0.0
34,2013-02-02,1474.127,1357.4273333333333,3.0,5.8,68.0,10.4,4.1,2.4,0.0,101600.0,0.0
34,2013-02-03,1511.135,1345.147,7.0,0.0,20.0,11.0,4.6,-1.3,0.0,101890.0,0.0
34,2013-02-04,1385.933,1337.889,5.0,4.3,60.0,6.3,7.5,4.0,3.0,101240.0,0.0
34,2013-02-05,1346.984,1336.195333333333,5.0,4.9,65.0,6.0,4.0,1.7,1.0,100020.0,0.0
34,2013-02-06,1418.17,1389.524,6.0,1.1,37.0,5.7,4.4,2.8,0.0,100720.0,0.0
34,2013-02-07,1363.057,1448.1583333333335,3.0,4.4,64.0,6.1,2.7,-0.3,0.2,101820.0,0.0
34,2013-02-08,1403.587,1521.768,5.0,4.6,66.0,4.9,3.0,-0.1,0.2,101960.0,0.0
34,2013-02-09,1405.906,1544.774,8.0,0.0,22.0,5.3,3.0,1.0,2.4,101890.0,0.0
34,2013-02-10,1488.505,1553.2033333333336,8.0,0.0,23.0,2.0,4.0,2.7,17.6,99930.0,0.0
34,2013-02-11,1480.202,1528.4930000000002,8.0,0.0,23.0,2.3,1.2,0.4,4.2,99930.0,0.0
34,2013-02-12,1487.529,1455.179,8.0,0.0,24.0,8.9,1.6,0.9,0.2,101530.0,0.0
34,2013-02-13,1402.099,1416.5690000000002,8.0,0.0,24.0,12.1,4.7,0.5,1.8,102110.0,0.0
34,2013-02-14,1351.932,1396.9616666666668,6.0,4.2,69.0,10.7,6.4,0.6,0.0,101140.0,0.0
34,2013-02-15,1399.615,1408.3176666666666,4.0,4.1,69.0,10.2,6.2,1.7,0.0,101990.0,0.0
34,2013-02-16,1334.609,1453.7266666666667,8.0,0.5,35.0,10.4,6.9,3.5,0.2,102350.0,0.0
34,2013-02-17,1338.058,1437.4440000000002,2.0,4.3,73.0,9.1,5.7,0.9,0.0,102160.0,0.0
34,2013-02-18,1362.774,1397.8370000000002,0.0,7.6,98.0,11.1,5.2,1.2,0.2,102040.0,0.0
34,2013-02-19,1312.835,1299.5456666666669,0.0,9.1,110.0,5.4,4.8,-1.5,0.2,101960.0,0.0
34,2013-02-20,1332.977,1256.365,5.0,5.1,83.0,2.3,3.1,0.7,0.2,102310.0,0.0
34,2013-02-21,1522.76,1272.3793333333333,8.0,0.0,28.0,2.5,1.4,0.5,0.0,102400.0,0.0
34,2013-02-22,1488.738,1338.131,8.0,0.1,32.0,2.5,1.4,0.2,0.0,102070.0,0.0
34,2013-02-23,1553.806,1444.9423333333334,8.0,0.1,32.0,2.9,1.3,0.1,0.0,102110.0,0.0
34,2013-02-24,1591.778,1510.2383333333337,8.0,0.0,29.0,4.3,1.5,0.1,0.0,102430.0,0.0
34,2013-02-25,1514.026,1529.9989999999998,8.0,0.0,30.0,5.0,2.6,0.9,0.4,102740.0,0.0
34,2013-02-26,1479.675,1461.8896666666667,8.0,0.0,30.0,6.6,3.7,2.4,0.2,103240.0,0.0
34,2013-02-27,1371.836,1393.7386666666669,6.0,3.3,75.0,9.1,4.3,2.0,0.0,103440.0,0.0
34,2013-02-28,1398.196,1349.312,5.0,0.0,31.0,7.1,5.2,1.3,0.2,102990.0,0.0
34,2013-03-01,1420.853,1363.9946666666667,8.0,0.0,35.0,5.7,4.8,2.4,0.2,102940.0,0.0
34,2013-03-02,1405.904,1415.772,6.0,1.2,60.0,8.8,4.2,2.6,0.0,102790.0,0.0
34,2013-03-03,1534.423,1412.85,4.0,2.4,76.0,9.7,3.0,-2.8,0.0,102360.0,0.0
34,2013-03-04,1372.005,1388.554,1.0,9.3,145.0,16.1,5.3,0.8,0.0,101370.0,0.0
34,2013-03-05,1287.083,1337.602,0.0,9.7,150.0,13.8,8.1,0.1,0.0,100460.0,0.0
34,2013-03-06,1239.549,1330.5626666666667,6.0,0.1,42.0,10.3,9.3,4.8,4.8,100060.0,0.0
34,2013-03-07,1242.463,1346.4636666666668,7.0,0.0,38.0,10.4,8.8,7.3,1.8,99700.0,0.0
34,2013-03-08,1335.126,1418.7536666666667,8.0,0.0,39.0,7.2,9.4,8.4,6.8,99760.0,0.0
34,2013-03-09,1436.804,1507.1913333333332,8.0,0.0,39.0,4.2,6.5,5.7,0.2,100270.0,0.0
34,2013-03-10,1562.897,1559.803,8.0,0.0,40.0,0.9,3.4,2.5,0.0,100620.0,0.0
34,2013-03-11,1531.014,1508.772333333333,7.0,0.0,41.0,5.0,0.2,-0.5,0.0,100760.0,0.0
34,2013-03-12,1496.086,1430.513333333333,6.0,6.4,132.0,7.6,1.4,-2.3,0.0,100920.0,0.0
34,2013-03-13,1358.569,1368.033,4.0,6.0,129.0,7.8,3.8,-0.1,0.0,101090.0,0.0
34,2013-03-14,1326.561,1341.496,3.0,6.0,131.0,9.4,2.2,-3.4,1.2,101570.0,0.0
34,2013-03-15,1362.806,1336.3976666666665,8.0,0.3,54.0,9.4,5.6,1.8,6.6,100740.0,0.0
34,2013-03-16,1402.617,1333.3263333333334,7.0,1.2,72.0,7.5,7.9,6.3,7.6,99570.0,0.0
34,2013-03-17,1481.893,1341.4946666666667,7.0,0.1,49.0,8.1,5.3,3.1,6.6,99030.0,0.0
34,2013-03-18,1354.04,1304.347,6.0,0.0,45.0,8.6,3.4,-1.3,1.8,99110.0,0.0
34,2013-03-19,1329.729,1315.3946666666668,6.0,1.5,80.0,7.0,5.7,2.8,0.2,99760.0,0.0
34,2013-03-20,1329.037,1338.5873333333334,7.0,0.3,57.0,7.1,4.3,1.6,0.0,100690.0,0.0
34,2013-03-21,1332.922,1380.679,7.0,1.3,78.0,5.6,3.6,0.0,6.0,101580.0,0.0
34,2013-03-22,1377.432,1343.599,8.0,0.1,53.0,1.8,4.0,2.4,7.4,100960.0,0.0
34,2013-03-23,1545.907,1305.3323333333335,8.0,0.0,48.0,1.4,1.3,0.8,1.6,100990.0,0.0
34,2013-03-24,1598.235,1275.566,8.0,0.0,49.0,1.5,0.7,0.0,0.0,101300.0,0.0
34,2013-03-25,1535.267,1291.0779999999995,8.0,0.0,49.0,2.4,0.6,-0.4,0.0,101460.0,0.0
34,2013-03-26,1392.815,1260.6603333333333,8.0,0.0,50.0,4.8,1.5,0.5,0.0,101360.0,0.0
34,2013-03-27,1363.458,1234.5079999999998,8.0,3.3,116.0,5.2,2.1,-0.7,0.0,101180.0,0.0
34,2013-03-28,1347.826,1214.3736666666666,6.0,3.5,120.0,7.4,1.9,-1.5,0.0,101250.0,0.0
34,2013-03-29,1313.204,1230.1273333333331,6.0,4.0,128.0,5.8,2.7,-2.0,0.0,101100.0,0.0
34,2013-03-30,1348.163,1222.9173333333335,8.0,1.5,90.0,5.9,3.5,1.1,0.0,101160.0,0.0
34,2013-03-31,1338.612,1180.1566666666668,4.0,4.1,132.0,6.9,1.8,-2.3,0.0,101460.0,0.0
34,2013-04-01,1337.709,1134.0693333333334,5.0,3.8,129.0,8.6,3.8,0.7,0.0,101160.0,0.0
34,2013-04-02,1236.72,1102.6853333333336,0.0,12.2,229.0,6.0,4.1,-0.4,0.0,101510.0,0.0
34,2013-04-03,1371.755,1096.8916666666669,5.0,2.4,110.0,3.7,2.8,-0.4,0.0,101760.0,0.0
34,2013-04-04,1407.287,1106.6243333333334,7.0,0.0,56.0,8.5,2.2,0.6,0.4,101450.0,0.0
34,2013-04-05,1362.995,1122.9083333333335,7.0,1.2,90.0,10.7,5.0,1.5,0.0,101580.0,0.0
34,2013-04-06,1260.515,1133.172,1.0,9.9,212.0,10.4,5.4,0.1,0.0,102370.0,0.0
