group,Date,KWH,Next_3_Days_Energy_Total,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
5,2013-07-31,746.507,683.5256666666668,6.0,1.3,119.0,34.1,21.4,15.9,0.0,101530.0,0.0
5,2013-08-01,724.276,684.4103333333333,1.0,13.3,299.0,26.4,25.3,16.5,0.0,100920.0,0.0
5,2013-08-02,739.014,704.6303333333334,3.0,5.0,188.0,24.7,21.8,17.2,3.2,100880.0,0.0
5,2013-08-03,723.551,731.5063333333334,1.0,9.8,254.0,24.5,20.0,15.2,0.0,101520.0,0.0
5,2013-08-04,780.121,733.1370000000001,2.0,6.1,203.0,23.8,19.4,14.3,0.0,101890.0,0.0
5,2013-08-05,718.1850000000001,723.0973333333335,2.0,2.0,132.0,22.7,20.3,16.7,12.0,101210.0,0.0
5,2013-08-06,691.319,701.8069999999999,1.0,9.1,242.0,23.1,17.3,11.9,0.0,101580.0,0.0
5,2013-08-07,695.334,705.7366666666667,1.0,7.3,217.0,25.5,18.9,14.7,0.0,101450.0,0.0
5,2013-08-08,721.923,696.5343333333334,1.0,9.5,245.0,24.9,18.9,12.2,0.6,101930.0,0.0
5,2013-08-09,725.06,710.834,5.0,4.7,177.0,23.0,20.2,15.5,0.0,101900.0,0.0
5,2013-08-10,695.373,715.1503333333334,5.0,2.8,144.0,24.0,18.1,13.2,0.0,102200.0,0.0
5,2013-08-11,764.29,724.4616666666666,3.0,8.9,234.0,22.8,20.2,16.4,0.0,101810.0,0.0
5,2013-08-12,717.144,707.2743333333334,2.0,4.3,168.0,21.5,18.2,13.6,0.0,101710.0,0.0
5,2013-08-13,693.295,681.8726666666666,1.0,4.3,167.0,23.4,15.9,10.3,0.4,102190.0,0.0
5,2013-08-14,682.609,664.779,3.0,5.7,187.0,24.2,17.3,11.2,1.0,102280.0,0.0
5,2013-08-15,674.673,657.6253333333334,3.0,2.1,127.0,23.6,20.2,16.1,1.2,101850.0,0.0
5,2013-08-16,695.949,654.4283333333334,3.0,2.4,132.0,20.9,20.2,16.8,0.8,101500.0,0.0
5,2013-08-17,743.269,677.5743333333334,3.0,2.5,133.0,23.9,17.4,13.9,0.0,101230.0,0.0
5,2013-08-18,755.301,682.5799999999999,2.0,4.2,161.0,23.5,19.9,15.8,0.0,100970.0,0.0
5,2013-08-19,700.841,693.212,1.0,8.9,224.0,24.9,17.6,11.7,0.0,102010.0,0.0
5,2013-08-20,713.15,676.6503333333334,0.0,10.6,243.0,27.5,18.4,11.8,0.0,102740.0,0.0
5,2013-08-21,691.43,682.995,0.0,11.3,249.0,23.9,20.1,12.7,2.8,102370.0,0.0
5,2013-08-22,712.63,697.0799999999999,2.0,0.8,92.0,27.7,20.2,16.4,0.0,101970.0,0.0
5,2013-08-23,685.543,711.3699999999999,0.0,6.2,184.0,18.7,21.7,15.7,0.6,101450.0,0.0
5,2013-08-24,734.329,736.6626666666666,6.0,0.0,61.0,24.7,18.0,17.2,9.8,101100.0,0.0
5,2013-08-25,725.579,765.7586666666666,5.0,4.9,164.0,25.9,18.8,12.9,0.2,101330.0,0.0
5,2013-08-26,713.477,789.8523333333334,3.0,7.2,193.0,23.6,20.4,14.9,0.0,101840.0,0.0
5,2013-08-27,682.767,782.5823333333333,2.0,8.5,208.0,24.7,17.8,11.9,0.0,101870.0,0.0
5,2013-08-28,649.374,760.8303333333333,1.0,9.2,215.0,24.7,18.5,12.2,0.0,102230.0,0.0
5,2013-08-29,662.196,751.6303333333334,1.0,8.1,200.0,25.4,19.5,14.2,0.0,102180.0,0.0
5,2013-08-30,661.306,782.4186666666666,2.0,8.2,200.0,21.4,20.3,15.1,0.0,101970.0,0.0
5,2013-08-31,639.783,828.5723333333334,1.0,10.8,228.0,22.3,17.6,13.8,0.0,102560.0,0.0
5,2013-09-01,731.634,833.2276666666667,0.0,5.4,156.0,26.2,15.8,9.2,0.0,102950.0,0.0
5,2013-09-02,676.323,817.6003333333333,0.0,12.6,233.0,26.0,18.8,11.4,0.0,102710.0,0.0
5,2013-09-03,671.679,789.6466666666666,2.0,4.2,137.0,28.5,20.1,14.2,0.0,102700.0,0.0
5,2013-09-04,681.949,792.8076666666666,0.0,12.5,229.0,29.5,21.1,13.7,0.0,102070.0,0.0
5,2013-09-05,695.357,785.3106666666667,2.0,11.6,218.0,18.1,22.0,14.4,0.0,101110.0,0.0
5,2013-09-06,713.934,782.9543333333332,5.0,2.8,114.0,19.5,16.2,14.2,1.2,100860.0,0.0
5,2013-09-07,724.819,790.956,2.0,6.1,156.0,18.5,15.2,10.9,0.2,101400.0,0.0
5,2013-09-08,771.235,787.5833333333334,2.0,5.3,145.0,14.1,13.3,8.0,3.2,101800.0,0.0
5,2013-09-09,801.222,772.8470000000001,4.0,0.1,58.0,17.2,11.6,9.0,3.2,101660.0,0.0
5,2013-09-10,797.1,752.3566666666666,2.0,4.0,127.0,17.4,13.1,9.0,0.0,102040.0,0.0
5,2013-09-11,749.425,747.9536666666667,6.0,0.8,75.0,20.5,14.7,11.9,2.6,102120.0,0.0
5,2013-09-12,735.966,760.9856666666666,6.0,0.8,74.0,19.6,16.5,12.5,1.8,101930.0,0.0
5,2013-09-13,769.5,780.0943333333333,7.0,0.1,55.0,14.2,16.9,14.2,29.8,101680.0,0.0
5,2013-09-14,841.79,803.0353333333333,6.0,0.0,49.0,16.2,11.7,9.2,0.2,101610.0,0.0
5,2013-09-15,874.427,802.5409999999998,3.0,3.5,114.0,15.2,11.4,6.6,1.8,100970.0,0.0
5,2013-09-16,783.466,804.073,0.0,9.4,177.0,14.8,11.6,7.9,0.2,100310.0,0.0
5,2013-09-17,794.908,790.9136666666667,4.0,0.5,64.0,16.3,11.4,8.0,4.6,100000.0,0.0
5,2013-09-18,790.566,786.061,4.0,4.1,118.0,17.5,13.5,10.7,0.0,100430.0,0.0
5,2013-09-19,792.949,761.4086666666666,2.0,1.1,74.0,19.2,12.3,7.0,0.2,101040.0,0.0
5,2013-09-20,772.417,762.5616666666666,4.0,6.4,141.0,18.9,14.0,8.7,0.0,101830.0,0.0
5,2013-09-21,783.497,777.9693333333335,4.0,0.0,44.0,19.8,14.4,9.8,0.0,102450.0,0.0
5,2013-09-22,816.954,794.5436666666668,6.0,0.0,44.0,18.6,17.2,14.5,0.0,102790.0,0.0
5,2013-09-23,762.299,796.378,4.0,1.2,72.0,22.2,15.8,12.9,0.2,102470.0,0.0
5,2013-09-24,739.288,790.1129999999999,5.0,6.1,132.0,21.9,16.1,10.0,0.0,101640.0,0.0
5,2013-09-25,755.483,791.989,7.0,2.3,87.0,20.2,17.2,12.5,0.0,101180.0,0.0
5,2013-09-26,749.09,820.4476666666666,7.0,3.4,100.0,18.7,17.1,14.0,0.0,101660.0,0.0
5,2013-09-27,778.384,841.6333333333332,5.0,7.0,136.0,20.2,14.6,10.4,0.0,101610.0,0.0
5,2013-09-28,812.809,877.369,6.0,0.7,59.0,19.1,16.0,11.8,0.4,100950.0,0.0
5,2013-09-29,817.913,887.328,6.0,4.5,108.0,19.1,16.5,13.8,0.0,100690.0,0.0
5,2013-09-30,776.901,887.6229999999999,5.0,2.4,83.0,17.5,16.4,13.7,0.0,100680.0,0.0
5,2013-10-01,817.405,886.4253333333332,6.0,0.0,39.0,22.0,14.6,11.7,0.0,100890.0,0.0
5,2013-10-02,778.435,870.527,7.0,2.1,77.0,19.2,18.0,14.0,0.0,101050.0,0.0
5,2013-10-03,762.343,860.3706666666667,6.0,0.9,59.0,22.0,16.3,13.3,1.6,100850.0,0.0
5,2013-10-04,743.448,836.7660000000001,6.0,3.9,96.0,19.4,19.0,16.0,0.0,100920.0,0.0
5,2013-10-05,781.894,838.1593333333334,6.0,0.9,57.0,19.8,16.0,12.6,0.2,102020.0,0.0
5,2013-10-06,808.566,837.5313333333334,4.0,9.5,142.0,20.3,14.2,8.6,0.0,102570.0,0.0
5,2013-10-07,793.171,850.785,7.0,4.3,96.0,21.0,15.1,9.9,0.0,102550.0,0.0
5,2013-10-08,787.397,835.0223333333333,6.0,4.9,100.0,17.8,16.8,12.6,0.0,102480.0,0.0
5,2013-10-09,789.771,843.0033333333334,6.0,1.3,60.0,12.1,15.5,13.2,0.0,101990.0,0.0
5,2013-10-10,798.799,825.4766666666666,4.0,3.3,82.0,13.6,9.6,7.0,1.2,101890.0,0.0
5,2013-10-11,872.773,819.2123333333334,4.0,2.4,72.0,14.1,10.9,8.2,5.0,101780.0,0.0
5,2013-10-12,853.328,826.448,7.0,3.0,77.0,11.4,11.7,9.2,2.2,101820.0,0.0
5,2013-10-13,906.006,834.8373333333333,6.0,0.0,32.0,11.8,10.5,9.6,9.0,101070.0,0.0
5,2013-10-14,902.65,849.6833333333333,7.0,0.2,38.0,13.9,10.3,8.7,2.4,100740.0,0.0
5,2013-10-15,854.213,849.1773333333334,5.0,3.4,78.0,15.9,10.9,7.9,0.2,101080.0,0.0
5,2013-10-16,902.413,859.3796666666667,5.0,1.8,60.0,18.7,10.7,5.4,4.8,101020.0,0.0
5,2013-10-17,854.955,858.1806666666666,4.0,6.4,101.0,17.9,13.9,9.0,0.0,101360.0,0.0
5,2013-10-18,823.744,839.6820000000001,5.0,0.2,36.0,18.5,14.3,10.6,1.0,101370.0,0.0
5,2013-10-19,831.599,844.554,5.0,0.5,41.0,17.4,15.6,12.6,5.6,100540.0,0.0
5,2013-10-20,859.135,851.5456666666668,6.0,3.3,71.0,18.2,14.9,12.4,7.0,100530.0,0.0
5,2013-10-21,821.86,881.4806666666667,7.0,0.0,28.0,18.4,15.2,12.2,1.2,100570.0,0.0
5,2013-10-22,871.36,867.9670000000001,7.0,0.0,27.0,17.8,16.9,15.3,6.8,99710.0,0.0
5,2013-10-23,811.847,866.349,4.0,5.4,85.0,17.7,15.6,13.4,0.0,99930.0,0.0
5,2013-10-24,845.803,859.9276666666666,4.0,7.3,97.0,18.8,12.1,6.4,1.8,101330.0,0.0
5,2013-10-25,818.78,880.3283333333333,6.0,2.0,54.0,17.7,15.4,11.9,0.2,100500.0,0.0
5,2013-10-26,793.054,918.8936666666668,4.0,1.1,44.0,16.9,16.1,14.4,4.0,100420.0,0.0
5,2013-10-27,867.51,931.9993333333332,5.0,4.9,77.0,15.2,14.0,11.0,23.5,99650.0,0.0
5,2013-10-28,843.948,904.4693333333332,6.0,3.9,68.0,13.1,13.3,11.3,2.5,99250.0,0.0
5,2013-10-29,837.592,888.6700000000001,1.0,6.5,85.0,14.5,10.3,7.5,0.0,101060.0,0.0
5,2013-10-30,865.992,874.7343333333333,3.0,6.2,82.0,13.3,9.0,3.5,1.0,102010.0,0.0
5,2013-10-31,874.555,910.1616666666667,7.0,0.0,23.0,15.0,10.7,8.1,0.2,101650.0,0.0
5,2013-11-01,833.995,929.5676666666668,7.0,0.0,23.0,15.8,13.2,11.4,0.6,100890.0,0.0
5,2013-11-02,810.496,979.3966666666666,5.0,3.7,62.0,12.6,13.0,10.2,0.0,99860.0,0.0
5,2013-11-03,889.1709999999999,981.116,3.0,6.3,78.0,10.8,10.0,7.4,15.0,99870.0,0.0
5,2013-11-04,854.97,966.0486666666668,3.0,7.4,83.0,13.0,8.4,5.9,5.0,99190.0,0.0
5,2013-11-05,900.301,964.1943333333334,7.0,1.0,36.0,15.7,8.6,4.2,2.0,99480.0,0.0
5,2013-11-06,848.63,983.8533333333334,8.0,0.0,21.0,11.2,12.5,9.3,3.2,99950.0,0.0
5,2013-11-07,850.116,1019.3763333333332,5.0,0.6,31.0,11.4,10.2,9.2,0.0,100640.0,0.0
5,2013-11-08,881.037,1052.417,3.0,0.2,25.0,8.2,8.3,5.1,8.8,100560.0,0.0
5,2013-11-09,909.832,1080.552,4.0,0.2,25.0,10.2,6.0,3.7,5.6,100610.0,0.0
5,2013-11-10,965.812,1075.0253333333335,2.0,7.9,79.0,13.1,7.3,4.4,1.0,101590.0,0.0
5,2013-11-11,920.354,1011.7583333333332,7.0,0.0,19.0,12.8,7.4,1.6,2.8,102240.0,0.0
5,2013-11-12,827.242,975.3786666666666,4.0,1.4,36.0,10.8,11.2,9.6,0.2,102630.0,0.0
5,2013-11-13,918.414,942.7976666666668,2.0,6.6,69.0,9.7,6.1,1.3,0.4,103210.0,0.0
5,2013-11-14,878.547,959.5683333333332,2.0,4.5,57.0,10.0,7.0,4.2,0.0,102400.0,0.0
5,2013-11-15,933.524,961.555,1.0,6.4,66.0,10.0,6.7,3.4,0.0,103290.0,0.0
5,2013-11-16,976.632,999.1323333333332,3.0,5.4,60.0,9.7,5.2,0.3,0.0,103200.0,0.0
5,2013-11-17,1028.034,991.359,8.0,0.0,17.0,9.6,6.2,2.7,0.4,102430.0,0.0
5,2013-11-18,938.682,981.3943333333332,8.0,0.0,17.0,6.4,8.8,7.9,0.2,101100.0,0.0
5,2013-11-19,931.43,956.3166666666666,1.0,7.1,66.0,7.6,4.4,2.3,0.2,101400.0,0.0
5,2013-11-20,1022.471,974.961,5.0,1.7,35.0,8.3,2.4,-2.9,4.2,100410.0,0.0
5,2013-11-21,997.659,996.7506666666668,4.0,2.1,37.0,8.2,5.8,3.3,0.0,100450.0,0.0
5,2013-11-22,1037.999,1004.5486666666668,2.0,4.3,50.0,8.1,5.8,3.3,0.0,101790.0,0.0
5,2013-11-23,1121.593,998.9936666666666,4.0,5.4,55.0,8.2,5.2,2.3,0.0,102440.0,0.0
5,2013-11-24,1082.064,966.2763333333332,7.0,0.0,16.0,7.5,6.0,3.8,0.0,103070.0,0.0
5,2013-11-25,1021.419,960.5826666666666,7.0,1.1,28.0,8.2,5.8,4.0,0.0,103780.0,0.0
5,2013-11-26,931.792,959.7483333333332,5.0,5.5,53.0,10.9,4.4,0.6,0.2,103890.0,0.0
5,2013-11-27,972.925,977.8753333333332,8.0,0.0,15.0,10.3,6.6,2.2,0.0,103400.0,0.0
5,2013-11-28,923.676,976.6746666666668,8.0,0.0,15.0,10.4,8.8,7.2,0.0,103470.0,0.0
5,2013-11-29,982.104,960.5466666666666,6.0,0.0,15.0,9.0,8.9,7.4,0.2,102690.0,0.0
5,2013-11-30,978.885,982.6633333333332,4.0,1.6,30.0,9.7,7.2,5.3,0.0,102760.0,0.0
5,2013-12-01,1036.408,981.7703333333334,6.0,0.2,17.0,9.7,5.3,0.8,0.0,103300.0,0.0
5,2013-12-02,958.784,968.8,8.0,0.0,13.0,7.7,7.7,5.7,0.0,103400.0,0.0
5,2013-12-03,948.991,933.6006666666668,8.0,0.0,13.0,8.9,6.8,5.9,0.0,102970.0,0.0
5,2013-12-04,961.175,934.5393333333336,5.0,0.0,13.0,10.6,7.0,5.1,0.2,102940.0,0.0
5,2013-12-05,1014.717,985.574,3.0,0.4,18.0,8.8,5.1,-0.5,0.4,102400.0,0.0
5,2013-12-06,1014.36,1014.428,3.0,5.1,45.0,9.4,5.1,1.4,0.0,102780.0,0.0
5,2013-12-07,984.569,1044.1896666666669,7.0,0.0,13.0,12.0,6.2,3.0,0.0,102670.0,0.0
5,2013-12-08,998.052,1011.2556666666668,2.0,3.2,35.0,11.3,8.0,4.0,0.2,102550.0,0.0
5,2013-12-09,916.208,991.4843333333332,0.0,5.3,45.0,9.6,8.1,4.8,0.2,102890.0,0.0
5,2013-12-10,967.488,982.1406666666668,3.0,0.9,21.0,5.5,4.9,0.1,0.4,103130.0,0.0
5,2013-12-11,995.549,976.9326666666666,0.0,2.4,30.0,11.2,3.1,0.7,0.2,102950.0,0.0
5,2013-12-12,970.589,973.2196666666669,3.0,0.8,21.0,12.6,4.9,-1.5,0.2,102480.0,0.0
5,2013-12-13,963.886,953.7436666666669,7.0,0.0,12.0,11.8,8.8,5.0,1.8,101960.0,0.0
5,2013-12-14,947.165,989.3340000000002,3.0,2.0,28.0,12.7,7.7,3.5,1.2,102240.0,0.0
5,2013-12-15,1036.939,1028.8593333333336,6.0,0.0,12.0,13.3,8.9,5.0,9.0,101910.0,0.0
5,2013-12-16,961.207,1053.794666666667,7.0,0.0,12.0,7.4,11.0,8.6,12.8,101660.0,0.0
5,2013-12-17,908.254,1052.0013333333334,7.0,0.0,12.0,10.8,6.0,4.6,2.8,102170.0,0.0
5,2013-12-18,931.341,1021.4026666666668,6.0,1.1,22.0,9.0,7.9,4.9,7.8,100770.0,0.0
5,2013-12-19,964.023,1002.2323333333334,3.0,5.1,42.0,11.1,7.0,4.9,3.8,100210.0,0.0
5,2013-12-20,1061.358,992.2593333333334,2.0,5.4,43.0,12.1,6.6,2.1,2.6,101870.0,0.0
5,2013-12-21,1017.903,1024.6036666666666,7.0,0.0,12.0,10.1,8.2,4.2,6.4,101250.0,0.0
5,2013-12-22,1053.308,1006.2063333333332,2.0,3.2,34.0,11.9,8.7,7.2,0.2,100980.0,0.0
5,2013-12-23,962.556,980.2346666666666,6.0,0.0,12.0,9.5,8.2,4.4,27.0,99830.0,0.0
5,2013-12-24,958.589,939.578,6.0,1.86,85.4,16.619999999999997,13.319999999999999,9.6,0.56,102092.0,0.0
5,2013-12-25,1025.277,935.214,4.6,2.5799999999999996,56.6,12.66,8.64,5.619999999999999,6.0,100656.0,0.0
5,2013-12-26,946.932,937.5766666666668,6.0,1.0,22.0,10.8,6.7,2.1,2.4,99510.0,0.0
5,2013-12-27,947.45,942.9523333333332,6.2,2.46,103.8,12.639999999999999,9.98,7.419999999999999,1.56,101352.0,0.0
5,2013-12-28,966.849,996.1743333333334,2.0,4.5,40.0,10.5,6.3,3.7,0.0,99750.0,0.0
5,2013-12-29,1053.703,995.5593333333333,1.0,6.3,48.0,10.5,5.1,-0.3,0.4,101490.0,0.0
5,2013-12-30,1066.026,995.499,4.0,1.7,27.0,10.9,6.4,2.2,6.0,101070.0,0.0
5,2013-12-31,1041.655,944.232,5.0,0.0,13.0,11.4,8.0,5.1,4.8,100410.0,0.0
5,2014-01-01,1048.323,944.866,6.0,0.0,13.0,11.1,8.5,5.6,13.8,99300.0,0.0
5,2014-01-02,974.23,947.921,4.0,5.2,45.0,10.7,8.6,6.1,4.8,99330.0,0.0
5,2014-01-03,984.144,960.2253333333334,3.0,2.9,34.0,9.5,8.6,6.5,12.0,99440.0,0.0
5,2014-01-04,1018.404,962.2686666666668,6.0,0.0,13.0,12.5,7.4,5.3,3.4,99360.0,0.0
5,2014-01-05,1071.263,970.7516666666668,4.0,1.0,23.0,12.6,6.6,0.7,9.6,100010.0,0.0
5,2014-01-06,928.952,974.7826666666666,5.0,1.2,25.0,11.8,7.7,2.7,9.6,99450.0,0.0
5,2014-01-07,940.489,970.236,4.0,1.4,26.0,12.0,10.5,9.1,5.2,100300.0,0.0
5,2014-01-08,949.293,949.6243333333332,4.0,0.9,23.0,9.1,9.4,6.7,3.6,101190.0,0.0
5,2014-01-09,915.86,962.2426666666668,4.0,3.3,38.0,10.9,8.7,8.3,0.0,100640.0,0.0
5,2014-01-10,947.577,978.1066666666666,3.0,3.9,41.0,9.2,6.6,2.3,1.8,101430.0,0.0
5,2014-01-11,965.42,1011.8276666666668,3.0,6.7,55.0,9.9,6.8,4.3,0.0,101860.0,0.0
5,2014-01-12,1075.526,998.3813333333334,4.0,1.9,31.0,9.7,4.1,-1.8,2.4,101650.0,0.0
5,2014-01-13,945.732,993.1203333333332,2.0,3.5,41.0,10.2,5.9,2.1,4.8,100500.0,0.0
5,2014-01-14,965.239,971.6883333333334,5.0,5.7,52.0,11.3,5.4,0.5,4.6,100440.0,0.0
5,2014-01-15,921.725,986.1296666666668,7.0,0.0,15.0,10.6,6.3,1.3,2.8,99840.0,0.0
5,2014-01-16,947.634,999.847,5.0,2.6,37.0,9.2,9.0,7.4,11.6,99040.0,0.0
5,2014-01-17,974.404,1005.6193333333334,5.0,1.9,33.0,10.7,7.9,6.5,7.2,99060.0,0.0
5,2014-01-18,958.638,1015.4806666666668,7.0,0.9,26.0,8.6,8.4,6.1,0.2,99140.0,0.0
5,2014-01-19,953.764,993.0886666666668,2.0,5.4,54.0,9.2,7.4,6.2,0.0,99550.0,0.0
5,2014-01-20,999.853,974.9333333333334,6.0,3.9,46.0,8.7,4.9,0.6,0.2,100770.0,0.0
5,2014-01-21,970.731,953.0203333333334,5.0,1.7,33.0,10.7,4.9,1.0,8.8,101000.0,0.0
5,2014-01-22,940.124,956.3696666666666,7.0,2.5,39.0,8.8,6.2,1.6,0.2,100670.0,0.0
5,2014-01-23,938.018,947.0043333333332,4.0,2.9,42.0,8.8,5.5,2.2,1.2,101260.0,0.0
5,2014-01-24,1008.586,957.3206666666666,7.0,0.0,17.0,12.3,5.3,1.7,5.6,101390.0,0.0
5,2014-01-25,987.716,969.7466666666666,5.0,1.5,34.0,9.9,8.5,4.6,1.8,101260.0,0.0
5,2014-01-26,1039.181,983.87,6.0,0.1,20.0,8.8,6.9,3.8,5.0,100210.0,0.0
5,2014-01-27,968.247,979.9896666666668,3.0,3.6,49.0,10.1,5.4,2.0,1.8,98990.0,0.0
5,2014-01-28,971.933,985.3536666666668,5.8,2.6,84.2,15.139999999999997,11.22,8.12,0.8799999999999999,100626.0,0.0
5,2014-01-29,974.885,992.0306666666668,8.0,0.0,18.0,6.0,4.8,4.7,18.8,99400.0,0.0
5,2014-01-30,1011.571,999.0126666666666,7.0,0.0,19.0,9.5,4.7,3.4,0.2,100180.0,0.0
5,2014-01-31,1013.085,989.2686666666668,8.0,0.0,19.0,9.1,5.3,1.1,19.8,99840.0,0.0
5,2014-02-01,992.202,1002.5496666666668,3.0,5.6,65.0,10.2,5.6,2.0,0.0,99000.0,0.0
5,2014-02-02,1041.155,970.7733333333332,2.0,7.0,74.0,8.8,7.6,4.9,0.0,100530.0,0.0
5,2014-02-03,945.909,951.7243333333334,3.0,1.0,34.0,9.4,6.1,3.4,0.0,100370.0,0.0
5,2014-02-04,937.736,925.7513333333332,5.0,3.9,57.0,10.1,6.8,4.2,11.2,99670.0,0.0
5,2014-02-05,975.416,928.7306666666668,6.8,1.5,90.2,16.119999999999997,14.639999999999997,11.900000000000002,1.9600000000000002,101072.0,0.0
5,2014-02-06,955.957,920.1026666666668,5.0,0.0,21.0,9.8,8.4,6.7,19.0,98980.0,0.0
5,2014-02-07,909.64,903.404,6.0,2.5199999999999996,73.4,14.160000000000002,9.9,6.76,1.92,101562.0,0.0
6,2012-09-28,945.917,959.0393333333332,5.0,1.6,73.0,16.7,13.3,8.5,0.2,101300.0,0.0
6,2012-09-29,911.711,971.642,1.0,8.7,146.0,18.1,12.7,8.6,0.0,101830.0,0.0
6,2012-09-30,987.478,987.6066666666668,5.0,1.6,71.0,17.3,12.1,6.1,4.2,101870.0,0.0
6,2012-10-01,933.291,981.2636666666668,6.0,2.7,85.0,17.9,15.2,13.0,2.6,101190.0,0.0
6,2012-10-02,923.05,962.347,6.0,2.8,85.0,15.1,14.4,10.9,1.2,100970.0,0.0
6,2012-10-03,942.513,935.2613333333333,7.0,1.6,69.0,16.4,13.1,11.0,4.6,100560.0,0.0
6,2012-10-04,911.476,931.2456666666668,3.0,7.5,128.0,15.8,11.4,6.4,6.2,100820.0,0.0
6,2012-10-05,912.43,936.4396666666668,8.0,1.1,60.0,15.3,13.2,10.5,17.6,100700.0,0.0
6,2012-10-06,945.732,966.8776666666666,4.0,7.9,128.0,13.8,11.4,7.5,0.2,101300.0,0.0
6,2012-10-07,962.171,979.1906666666667,3.0,3.2,84.0,12.7,9.3,4.7,0.0,101790.0,0.0
6,2012-10-08,954.679,977.6343333333334,8.0,0.0,34.0,14.3,9.9,7.0,2.8,101300.0,0.0
6,2012-10-09,933.358,964.568,6.0,3.8,87.0,15.4,11.5,8.7,0.0,101610.0,0.0
6,2012-10-10,944.242,966.032,7.0,2.8,76.0,15.7,11.8,8.1,0.0,101500.0,0.0
6,2012-10-11,963.836,985.094,8.0,0.0,32.0,14.8,12.3,8.9,7.8,100370.0,0.0
6,2012-10-12,938.113,1028.4523333333334,5.0,6.4,106.0,13.5,12.3,9.7,0.0,100580.0,0.0
6,2012-10-13,975.169,1078.4283333333335,4.0,4.1,85.0,12.9,9.6,5.6,0.8,100480.0,0.0
6,2012-10-14,1001.644,1100.948666666667,1.0,7.7,113.0,14.2,7.4,1.9,0.0,100270.0,0.0
6,2012-10-15,986.007,1094.1243333333334,6.0,0.6,44.0,15.9,8.6,2.9,1.4,100240.0,0.0
6,2012-10-16,956.14,1077.3213333333335,4.0,7.3,107.0,17.5,12.1,8.3,12.0,100090.0,0.0
6,2012-10-17,944.894,1060.7220000000002,5.0,6.2,98.0,17.0,12.7,7.8,1.6,99770.0,0.0
6,2012-10-18,904.75,1062.508,7.0,2.9,69.0,13.6,14.6,12.1,0.2,100200.0,0.0
6,2012-10-19,944.093,1057.1736666666668,8.0,0.0,28.0,14.1,12.4,11.2,8.2,100780.0,0.0
6,2012-10-20,960.476,1114.006666666667,7.0,0.3,36.0,13.6,11.3,8.4,5.2,101630.0,0.0
6,2012-10-21,996.064,1126.1893333333337,8.0,0.0,27.0,14.9,11.5,9.3,0.8,101810.0,0.0
6,2012-10-22,981.032,1137.0700000000002,8.0,0.0,27.0,13.8,12.8,10.7,0.2,102020.0,0.0
6,2012-10-23,955.807,1087.332,8.0,0.0,26.0,16.9,12.9,11.9,0.0,102380.0,0.0
6,2012-10-24,956.865,1067.6206666666667,6.0,1.6,50.0,13.3,14.4,11.9,0.0,101960.0,0.0
6,2012-10-25,985.424,1055.113,8.0,0.0,25.0,9.1,13.1,12.9,0.4,101650.0,0.0
6,2012-10-26,1012.993,1076.709,7.0,0.0,25.0,9.1,8.6,8.0,0.2,101280.0,0.0
6,2012-10-27,1086.94,1131.116,3.0,6.2,85.0,9.7,5.6,2.1,0.2,101670.0,0.0
6,2012-10-28,1135.352,1153.6233333333332,7.0,0.1,27.0,13.3,5.0,0.2,3.0,101550.0,0.0
6,2012-10-29,1080.554,1127.3176666666668,7.0,1.7,47.0,11.1,9.0,4.6,1.8,100870.0,0.0
6,2012-10-30,1066.467,1060.4573333333335,4.0,5.6,77.0,13.2,7.8,4.5,0.2,100460.0,0.0
6,2012-10-31,1084.943,1029.5706666666667,6.0,1.5,44.0,10.3,9.7,6.1,9.2,98970.0,0.0
6,2012-11-01,1030.756,1035.9863333333335,4.2,2.6,62.2,15.239999999999998,10.68,6.6800000000000015,2.0799999999999996,100954.0,0.0
6,2012-11-02,1071.825,1054.5583333333334,2.0,6.4,79.0,10.3,7.6,3.8,0.0,99120.0,0.0
6,2012-11-03,1068.94,1086.516,3.0,5.1,69.0,8.9,6.3,2.2,11.6,99650.0,0.0
6,2012-11-04,1201.255,1084.195333333333,6.0,0.2,26.0,10.2,5.4,1.9,4.8,99420.0,0.0
6,2012-11-05,1108.373,1084.7803333333334,2.0,6.7,77.0,10.1,5.3,0.3,0.0,100640.0,0.0
6,2012-11-06,1101.582,1072.6556666666668,4.0,4.2,61.0,10.9,5.4,0.6,0.4,102050.0,0.0
6,2012-11-07,1052.041,1077.6593333333333,4.0,4.2,60.0,13.1,7.4,3.8,0.0,102450.0,0.0
6,2012-11-08,1049.239,1061.9263333333336,6.0,3.1,51.0,11.5,9.9,6.6,0.0,101930.0,0.0
6,2012-11-09,1064.059,1054.99,7.0,0.4,27.0,10.2,9.7,7.8,4.2,101000.0,0.0
6,2012-11-10,1116.829,1076.806,6.0,0.0,19.0,10.7,9.3,8.3,0.2,99780.0,0.0
6,2012-11-11,1212.46,1093.4636666666663,1.0,8.0,77.0,12.7,6.0,1.3,0.2,101170.0,0.0
6,2012-11-12,1131.581,1093.782,8.0,0.0,19.0,15.5,8.0,3.2,1.4,102090.0,0.0
6,2012-11-13,1037.912,1090.518,6.0,1.0,32.0,14.2,11.4,7.3,0.2,102620.0,0.0
6,2012-11-14,1011.879,1127.5996666666667,3.0,5.2,60.0,10.1,12.0,9.7,0.0,102640.0,0.0
