group,Date,KWH,Next_3_Days_Energy_Total
1,2012-09-28,920.374,959.1186666666666
1,2012-09-29,946.774,951.3993333333334
1,2012-09-30,997.614,919.995
1,2012-10-01,932.968,918.2310000000001
1,2012-10-02,923.616,950.0226666666667
1,2012-10-03,903.401,984.457
1,2012-10-04,927.676,1027.0603333333331
1,2012-10-05,1018.991,1014.0763333333333
1,2012-10-06,1006.704,997.2243333333332
1,2012-10-07,1055.4859999999999,966.8533333333334
1,2012-10-08,980.039,992.1749999999998
1,2012-10-09,956.148,1010.7883333333333
1,2012-10-10,964.373,1031.1109999999999
1,2012-10-11,1056.004,1045.8329999999999
1,2012-10-12,1011.988,1059.1466666666665
1,2012-10-13,1025.341,1051.5903333333333
1,2012-10-14,1100.17,1039.0826666666665
1,2012-10-15,1051.929,1014.5423333333332
1,2012-10-16,1002.672,1024.0923333333333
1,2012-10-17,1062.647,1032.6766666666665
1,2012-10-18,978.308,1109.9963333333333
1,2012-10-19,1031.3220000000001,1140.0373333333334
1,2012-10-20,1088.4,1128.4356666666665
1,2012-10-21,1210.267,1076.073
1,2012-10-22,1121.445,1056.944
1,2012-10-23,1053.595,1074.2353333333333
1,2012-10-24,1053.179,1116.577
1,2012-10-25,1064.058,1182.031
1,2012-10-26,1105.469,1209.969
1,2012-10-27,1180.204,1185.8533333333332
1,2012-10-28,1260.42,1132.6503333333333
1,2012-10-29,1189.283,1093.5346666666665
1,2012-10-30,1107.857,1113.019
1,2012-10-31,1100.811,1128.7086666666667
1,2012-11-01,1071.936,1229.687
1,2012-11-02,1166.31,1249.7006666666666
1,2012-11-03,1147.88,1293.868333333333
1,2012-11-04,1374.871,1231.2429999999997
1,2012-11-05,1226.3509999999999,1199.6963333333333
1,2012-11-06,1280.383,1149.8016666666665
1,2012-11-07,1186.995,1169.8756666666666
1,2012-11-08,1131.711,1224.4333333333334
1,2012-11-09,1130.699,1274.5739999999998
1,2012-11-10,1247.217,1249.989
1,2012-11-11,1295.384,1211.0363333333332
1,2012-11-12,1281.121,1197.8933333333332
1,2012-11-13,1173.462,1209.392
1,2012-11-14,1178.526,1221.915
1,2012-11-15,1241.692,1268.242
1,2012-11-16,1207.958,1293.3373333333332
1,2012-11-17,1216.095,1287.7336666666665
1,2012-11-18,1380.673,1240.3443333333332
1,2012-11-19,1283.244,1212.4186666666667
1,2012-11-20,1199.284,1211.934
1,2012-11-21,1238.5049999999999,1253.3186666666663
1,2012-11-22,1199.4669999999999,1288.6313333333333
1,2012-11-23,1197.83,1306.4599999999998
1,2012-11-24,1362.6589999999999,1276.734
1,2012-11-25,1305.405,1282.1396666666667
1,2012-11-26,1251.316,1332.807
1,2012-11-27,1273.481,1353.619
1,2012-11-28,1321.622,1382.1836666666666
1,2012-11-29,1403.318,1438.6693333333333
1,2012-11-30,1335.917,1440.8696666666667
1,2012-12-01,1407.316,1411.8236666666664
1,2012-12-02,1572.775,1354.3376666666666
1,2012-12-03,1342.518,1374.2363333333333
1,2012-12-04,1320.1779999999999,1385.3393333333333
1,2012-12-05,1400.317,1381.1766666666665
1,2012-12-06,1402.214,1391.7853333333333
1,2012-12-07,1353.487,1384.5656666666666
1,2012-12-08,1387.829,1366.7233333333334
1,2012-12-09,1434.04,1330.1593333333333
1,2012-12-10,1331.828,1360.9626666666666
1,2012-12-11,1334.302,1365.7973333333332
1,2012-12-12,1324.348,1373.8826666666666
1,2012-12-13,1424.238,1364.8429999999998
1,2012-12-14,1348.806,1355.3656666666666
1,2012-12-15,1348.604,1335.0896666666665
1,2012-12-16,1397.119,1306.7593333333332
1,2012-12-17,1320.374,1328.7306666666666
1,2012-12-18,1287.776,1355.326
1,2012-12-19,1312.128,1364.100333333333
1,2012-12-20,1386.288,1339.4836666666667
1,2012-12-21,1367.562,1315.5693333333331
1,2012-12-22,1338.451,1316.437
1,2012-12-23,1312.438,1302.8163333333332
1,2012-12-24,1295.819,1313.6543333333332
1,2012-12-25,1341.054,1308.32
1,2012-12-26,1271.576,1313.905
1,2012-12-27,1328.333,1319.302
1,2012-12-28,1325.051,1310.7376666666667
1,2012-12-29,1288.331,1320.082333333333
1,2012-12-30,1344.5240000000001,1314.8349999999998
1,2012-12-31,1299.358,1311.862
1,2013-01-01,1316.365,1308.2013333333332
1,2013-01-02,1328.782,1276.7836666666667
1,2013-01-03,1290.439,1321.6233333333332
1,2013-01-04,1305.383,1330.156
1,2013-01-05,1234.529,1327.5143333333333
1,2013-01-06,1424.958,1255.6733333333334
1,2013-01-07,1330.981,1270.475333333333
1,2013-01-08,1226.604,1312.5616666666665
1,2013-01-09,1209.435,1411.2323333333334
1,2013-01-10,1375.387,1459.0906666666667
1,2013-01-11,1352.863,1482.9299999999996
1,2013-01-12,1505.447,1450.4236666666666
1,2013-01-13,1518.962,1434.3029999999999
1,2013-01-14,1424.381,1449.4236666666663
1,2013-01-15,1407.9279999999999,1510.1469999999997
1,2013-01-16,1470.6,1562.8460000000002
1,2013-01-17,1469.743,1599.9286666666667
1,2013-01-18,1590.098,1568.4583333333333
1,2013-01-19,,1504.763333333333
1,2013-01-20,1580.991,1456.9986666666664
1,2013-01-21,1495.687,1447.631333333333
1,2013-01-22,1437.612,1474.4536666666663
1,2013-01-23,1437.697,1466.2313333333332
1,2013-01-24,1467.585,1450.423
1,2013-01-25,1518.079,1392.9383333333335
1,2013-01-26,1413.03,1332.0240000000001
1,2013-01-27,1420.16,1257.5069999999998
1,2013-01-28,1345.625,1214.0146666666667
1,2013-01-29,1230.287,1221.772
1,2013-01-30,1196.609,1269.4419999999998
1,2013-01-31,1215.148,1358.4473333333333
1,2013-02-01,1253.559,1366.2776666666666
1,2013-02-02,1339.619,1364.2483333333332
1,2013-02-03,1482.164,1300.164
1,2013-02-04,1277.05,1314.4116666666666
1,2013-02-05,1333.531,1312.1153333333334
1,2013-02-06,1289.911,1350.4176666666665
1,2013-02-07,1319.793,1411.474
1,2013-02-08,1326.642,1438.756666666667
1,2013-02-09,1404.818,1416.8406666666667
1,2013-02-10,1502.962,1380.9593333333332
1,2013-02-11,1408.49,1344.4646666666667
1,2013-02-12,1339.07,1315.7479999999998
1,2013-02-13,1395.318,1271.8519999999999
1,2013-02-14,1299.006,1282.7393333333332
1,2013-02-15,1252.92,1266.231
1,2013-02-16,1263.63,1253.7293333333332
1,2013-02-17,1331.668,1224.6979999999999
1,2013-02-18,1203.395,1305.8633333333332
1,2013-02-19,1226.125,1366.8680000000002
1,2013-02-20,1244.574,1412.1783333333333
1,2013-02-21,1446.891,1427.4103333333333
1,2013-02-22,1409.139,1418.402
1,2013-02-23,1380.5049999999999,1382.0429999999997
1,2013-02-24,1492.587,1306.1163333333334
1,2013-02-25,1382.114,1271.7289999999998
1,2013-02-26,1271.4279999999999,1272.3716666666667
1,2013-02-27,1264.807,1288.435
1,2013-02-28,1278.952,1312.9453333333333
1,2013-03-01,1273.356,1287.4246666666666
1,2013-03-02,1312.997,1227.5140000000001
1,2013-03-03,1352.483,1159.4436666666668
1,2013-03-04,1196.794,1145.8763333333334
1,2013-03-05,1133.265,1157.2376666666667
1,2013-03-06,1148.272,1169.3353333333332
1,2013-03-07,1156.092,1234.3996666666665
1,2013-03-08,1167.349,1314.6736666666666
1,2013-03-09,1184.565,1381.3456666666668
1,2013-03-10,1351.285,1381.8433333333332
1,2013-03-11,1408.171,1345.5993333333333
1,2013-03-12,1384.581,1297.5316666666665
1,2013-03-13,1352.778,1268.2013333333334
1,2013-03-14,1299.439,1268.9799999999998
1,2013-03-15,1240.378,1269.7736666666667
1,2013-03-16,1264.787,1235.7196666666666
1,2013-03-17,1301.775,1202.2763333333332
1,2013-03-18,1242.759,1192.2013333333332
1,2013-03-19,1162.625,1227.3496666666667
1,2013-03-20,1201.445,1316.6406666666667
1,2013-03-21,1212.534,1431.027
1,2013-03-22,1268.07,1476.814333333333
1,2013-03-23,1469.318,1445.8336666666664
1,2013-03-24,1555.693,1382.943
1,2013-03-25,1405.432,1348.883
1,2013-03-26,1376.376,1338.4246666666666
1,2013-03-27,1367.021,1325.3413333333333
1,2013-03-28,1303.252,1335.7983333333334
1,2013-03-29,1345.001,1333.888
1,2013-03-30,1327.771,1307.5826666666667
1,2013-03-31,1334.623,1298.5083333333334
1,2013-04-01,1339.27,1312.741
1,2013-04-02,1248.855,1342.245
1,2013-04-03,1307.4,1309.8433333333332
1,2013-04-04,1381.968,1271.2559999999999
1,2013-04-05,1337.367,1228.1256666666666
1,2013-04-06,1210.195,1226.113333333333
1,2013-04-07,1266.206,1186.169333333333
1,2013-04-08,1207.9759999999999,1160.2489999999998
1,2013-04-09,1204.158,1122.9883333333332
1,2013-04-10,1146.374,1109.6396666666665
1,2013-04-11,1130.215,1080.1816666666666
1,2013-04-12,1092.376,1043.7786666666666
1,2013-04-13,1106.328,987.099
1,2013-04-14,1041.8410000000001,946.5023333333332
1,2013-04-15,983.167,928.672
1,2013-04-16,936.289,941.9809999999999
1,2013-04-17,920.051,951.5203333333333
1,2013-04-18,929.676,986.485
1,2013-04-19,976.216,985.3266666666665
1,2013-04-20,948.669,969.8433333333332
1,2013-04-21,1034.57,924.5863333333332
1,2013-04-22,972.741,888.6956666666665
1,2013-04-23,902.2189999999999,899.7929999999998
1,2013-04-24,898.799,915.6753333333332
1,2013-04-25,865.069,965.5239999999999
1,2013-04-26,935.511,949.8289999999998
1,2013-04-27,946.446,912.4386666666666
1,2013-04-28,1014.615,863.5493333333333
1,2013-04-29,888.426,856.6836666666667
1,2013-04-30,834.275,857.1049999999999
1,2013-05-01,867.947,870.8429999999998
1,2013-05-02,867.829,883.4096666666666
1,2013-05-03,835.539,897.4706666666665
1,2013-05-04,909.161,882.5096666666665
1,2013-05-05,905.529,878.7106666666665
1,2013-05-06,877.722,881.7843333333332
1,2013-05-07,864.278,880.2896666666666
1,2013-05-08,894.132,886.8919999999998
1,2013-05-09,886.943,912.9546666666665
1,2013-05-10,859.794,921.0993333333332
1,2013-05-11,913.939,933.7683333333333
1,2013-05-12,965.131,922.3006666666665
1,2013-05-13,884.228,920.4976666666665
1,2013-05-14,951.946,912.3436666666666
1,2013-05-15,930.728,928.7336666666665
1,2013-05-16,878.819,967.1106666666666
1,2013-05-17,927.484,958.2689999999999
1,2013-05-18,979.898,918.9946666666666
1,2013-05-19,993.95,881.6096666666666
1,2013-05-20,900.9590000000001,876.6436666666665
1,2013-05-21,862.075,909.5626666666667
1,2013-05-22,881.795,916.6776666666666
1,2013-05-23,886.061,915.7756666666666
1,2013-05-24,960.832,873.9953333333333
1,2013-05-25,903.14,878.578
1,2013-05-26,883.355,889.1203333333333
1,2013-05-27,835.491,904.0113333333333
1,2013-05-28,916.888,891.7219999999999
1,2013-05-29,914.982,873.7626666666665
1,2013-05-30,880.164,879.4609999999999
1,2013-05-31,880.02,870.9079999999999
1,2013-06-01,861.104,854.578
1,2013-06-02,897.259,831.929
1,2013-06-03,854.361,819.6776666666666
1,2013-06-04,812.114,827.4113333333333
1,2013-06-05,829.312,831.5636666666666
1,2013-06-06,817.607,867.6383333333333
1,2013-06-07,835.315,864.6629999999999
1,2013-06-08,841.769,866.5776666666666
1,2013-06-09,925.831,847.9183333333332
1,2013-06-10,826.389,850.9699999999999
1,2013-06-11,847.513,840.8016666666666
1,2013-06-12,869.853,831.9486666666666
1,2013-06-13,835.544,842.4386666666666
1,2013-06-14,817.008,849.1809999999999
1,2013-06-15,843.294,842.0903333333332
1,2013-06-16,867.014,828.4639999999999
1,2013-06-17,837.235,829.0773333333333
1,2013-06-18,822.022,822.632
1,2013-06-19,826.135,829.2156666666666
1,2013-06-20,839.075,865.5213333333332
1,2013-06-21,802.686,892.2923333333332
1,2013-06-22,845.886,892.7806666666665
1,2013-06-23,947.992,856.3213333333333
1,2013-06-24,882.999,843.5763333333333
1,2013-06-25,847.351,844.8353333333333
1,2013-06-26,838.614,855.5436666666666
1,2013-06-27,844.764,868.2913333333332
1,2013-06-28,851.128,870.1596666666665
1,2013-06-29,870.739,865.9219999999999
1,2013-06-30,883.007,853.4896666666665
1,2013-07-01,856.733,837.7563333333333
1,2013-07-02,858.026,825.4673333333334
1,2013-07-03,845.71,813.4633333333333
1,2013-07-04,809.533,837.0329999999999
1,2013-07-05,821.159,825.0966666666665
1,2013-07-06,809.698,817.5156666666666
1,2013-07-07,880.242,792.323
1,2013-07-08,785.35,783.9486666666667
1,2013-07-09,786.955,774.0816666666666
1,2013-07-10,804.664,763.1929999999999
1,2013-07-11,760.227,792.2446666666666
1,2013-07-12,757.354,807.2396666666665
1,2013-07-13,771.998,817.5173333333332
1,2013-07-14,847.382,805.2836666666666
1,2013-07-15,802.339,823.6763333333333
1,2013-07-16,802.831,840.1266666666667
1,2013-07-17,810.681,854.1493333333333
1,2013-07-18,857.517,849.003
1,2013-07-19,852.182,849.0026666666666
1,2013-07-20,852.749,846.1106666666666
1,2013-07-21,842.078,833.0909999999999
1,2013-07-22,852.181,816.9156666666667
1,2013-07-23,844.073,806.7673333333332
1,2013-07-24,803.019,803.3353333333331
1,2013-07-25,803.655,809.525
1,2013-07-26,813.628,803.7689999999999
1,2013-07-27,792.723,807.4666666666666
1,2013-07-28,822.224,808.2053333333332
1,2013-07-29,796.36,823.7033333333333
1,2013-07-30,803.816,831.4516666666665
1,2013-07-31,824.4399999999999,819.0256666666666
1,2013-08-01,842.8539999999999,820.8386666666665
1,2013-08-02,827.061,821.9216666666666
1,2013-08-03,787.162,833.7816666666666
1,2013-08-04,848.293,813.0406666666667
1,2013-08-05,830.3100000000001,793.116
1,2013-08-06,822.742,790.9729999999998
1,2013-08-07,786.0699999999999,802.6286666666666
1,2013-08-08,770.536,815.7919999999999
1,2013-08-09,816.313,816.3413333333332
1,2013-08-10,821.037,809.6276666666666
1,2013-08-11,810.026,805.9883333333332
1,2013-08-12,817.961,796.5003333333333
1,2013-08-13,800.896,805.0503333333332
1,2013-08-14,799.108,825.7376666666665
1,2013-08-15,789.497,841.3216666666667
1,2013-08-16,826.546,828.9526666666666
1,2013-08-17,861.17,791.0976666666666
1,2013-08-18,836.249,761.5459999999999
1,2013-08-19,789.439,760.7403333333333
1,2013-08-20,747.605,757.3193333333334
1,2013-08-21,747.594,771.174
1,2013-08-22,787.022,765.1013333333332
1,2013-08-23,737.342,777.1186666666666
1,2013-08-24,789.158,782.1716666666666
1,2013-08-25,768.804,778.4136666666665
1,2013-08-26,773.394,780.7266666666666
1,2013-08-27,804.317,768.7033333333333
1,2013-08-28,757.53,766.1549999999999
1,2013-08-29,780.333,783.6513333333332
1,2013-08-30,768.247,794.7566666666667
1,2013-08-31,749.885,807.8659999999999
1,2013-09-01,832.822,793.6533333333332
1,2013-09-02,801.563,799.2173333333332
1,2013-09-03,789.213,809.895
1,2013-09-04,790.184,825.112
1,2013-09-05,818.255,844.9573333333333
1,2013-09-06,821.246,868.8423333333332
1,2013-09-07,835.835,876.6483333333332
1,2013-09-08,877.791,870.9563333333332
1,2013-09-09,892.901,854.328
1,2013-09-10,859.253,852.6043333333332
1,2013-09-11,860.715,857.2069999999999
1,2013-09-12,843.016,881.2026666666666
1,2013-09-13,854.082,881.6336666666666
1,2013-09-14,874.523,879.5263333333332
1,2013-09-15,915.003,868.0699999999998
1,2013-09-16,855.375,886.5356666666667
1,2013-09-17,868.201,891.7379999999999
1,2013-09-18,880.634,886.0076666666665
1,2013-09-19,910.772,889.2076666666666
1,2013-09-20,883.808,885.3443333333331
1,2013-09-21,863.443,871.1606666666665
1,2013-09-22,920.372,834.4013333333332
1,2013-09-23,872.218,818.5076666666665
1,2013-09-24,820.8919999999999,815.538
1,2013-09-25,810.094,833.024
1,2013-09-26,824.537,883.1616666666665
1,2013-09-27,811.983,905.5563333333333
1,2013-09-28,862.552,894.4176666666666
1,2013-09-29,974.95,846.8383333333333
1,2013-09-30,879.167,832.5026666666666
1,2013-10-01,829.136,839.0166666666665
1,2013-10-02,832.212,875.5486666666666
1,2013-10-03,836.16,899.9429999999999
1,2013-10-04,848.678,902.0476666666667
1,2013-10-05,941.808,864.1703333333334
1,2013-10-06,909.343,849.1396666666666
1,2013-10-07,854.992,874.0356666666667
1,2013-10-08,828.176,906.3159999999999
1,2013-10-09,864.251,931.016
1,2013-10-10,929.68,966.346
1,2013-10-11,925.017,980.1613333333333
1,2013-10-12,938.351,968.747
1,2013-10-13,1035.67,935.9589999999998
1,2013-10-14,966.463,913.7866666666665
1,2013-10-15,904.1080000000001,905.2746666666666
1,2013-10-16,937.3059999999999,896.8393333333333
1,2013-10-17,899.946,915.3973333333333
1,2013-10-18,878.572,921.8166666666666
1,2013-10-19,912.0,901.0583333333333
1,2013-10-20,955.62,863.2280000000001
1,2013-10-21,897.83,865.4436666666666
1,2013-10-22,849.725,888.2156666666666
1,2013-10-23,842.129,931.3026666666666
1,2013-10-24,904.477,968.6253333333334
1,2013-10-25,918.041,986.947
1,2013-10-26,971.39,982.9013333333332
1,2013-10-27,1016.445,962.692
1,2013-10-28,973.006,954.4356666666666
1,2013-10-29,959.253,952.7719999999999
1,2013-10-30,955.817,929.3083333333333
1,2013-10-31,948.237,958.0293333333333
1,2013-11-01,954.2620000000001,980.4259999999999
1,2013-11-02,885.426,1023.1109999999999
1,2013-11-03,1034.4,1022.6406666666666
1,2013-11-04,1021.452,1011.924
1,2013-11-05,1013.481,1013.3843333333333
1,2013-11-06,1032.989,1034.5943333333332
1,2013-11-07,989.302,1079.1996666666664
1,2013-11-08,1017.862,1080.0156666666664
1,2013-11-09,1096.619,1032.6786666666665
1,2013-11-10,1123.118,993.2389999999999
1,2013-11-11,1020.31,998.9913333333333
1,2013-11-12,954.608,1031.0506666666668
1,2013-11-13,1004.799,1063.6876666666667
1,2013-11-14,1037.567,1078.051
1,2013-11-15,1050.786,1095.6599999999999
1,2013-11-16,1102.71,1088.454
1,2013-11-17,1080.657,1108.3833333333332
1,2013-11-18,1103.613,1115.0716666666667
1,2013-11-19,1081.092,1130.4153333333334
1,2013-11-20,1140.445,1128.4346666666668
1,2013-11-21,1123.678,1140.8999999999999
1,2013-11-22,1127.123,1141.618333333333
1,2013-11-23,1134.503,1130.291
1,2013-11-24,1161.074,1107.8316666666667
1,2013-11-25,1129.278,1073.5793333333331
1,2013-11-26,1100.521,1047.3716666666667
1,2013-11-27,1093.696,1029.9126666666666
1,2013-11-28,1026.521,1071.4596666666666
1,2013-11-29,1021.898,1098.09
1,2013-11-30,1041.319,1109.4253333333334
1,2013-12-01,1151.162,1087.6329999999998
1,2013-12-02,1101.789,1089.436
1,2013-12-03,1075.325,1089.0356666666667
1,2013-12-04,1085.785,1085.937
1,2013-12-05,1107.198,1087.1406666666664
1,2013-12-06,1074.124,1093.0263333333332
1,2013-12-07,1076.489,1105.1923333333332
1,2013-12-08,1110.809,1111.0783333333331
1,2013-12-09,1091.781,1123.9529999999997
1,2013-12-10,1112.987,1121.9226666666664
1,2013-12-11,1128.467,1130.8506666666665
1,2013-12-12,1130.405,1147.367
1,2013-12-13,1106.896,1159.2146666666665
1,2013-12-14,1155.251,1152.5639999999999
1,2013-12-15,1179.954,1134.3199999999997
1,2013-12-16,1142.439,1129.1216666666667
1,2013-12-17,1135.299,1154.4506666666666
1,2013-12-18,1125.222,1172.3113333333333
1,2013-12-19,1126.844,1191.1143333333332
1,2013-12-20,1211.286,1173.2116666666666
1,2013-12-21,1178.804,1165.6406666666664
1,2013-12-22,1183.253,1198.0629999999999
1,2013-12-23,1157.578,1226.2569999999998
1,2013-12-24,1156.091,1233.5569999999998
1,2013-12-25,1280.52,1193.4866666666665
1,2013-12-26,1242.16,1169.167333333333
1,2013-12-27,1177.991,1165.497333333333
1,2013-12-28,1160.309,1169.9413333333332
1,2013-12-29,1169.202,1189.5896666666665
1,2013-12-30,1166.981,1175.5736666666664
1,2013-12-31,1173.641,1167.015333333333
1,2014-01-01,1228.147,1140.3776666666665
1,2014-01-02,1124.933,1177.4556666666665
1,2014-01-03,1147.966,1171.8149999999998
1,2014-01-04,1148.234,1152.3493333333333
1,2014-01-05,1236.167,1111.595
1,2014-01-06,1131.044,1090.1573333333333
1,2014-01-07,1089.837,1098.091333333333
1,2014-01-08,1113.904,1106.4683333333332
1,2014-01-09,1066.731,1172.3559999999998
1,2014-01-10,1113.639,1175.7146666666665
1,2014-01-11,1139.035,1178.0893333333331
1,2014-01-12,1264.394,1127.3656666666666
1,2014-01-13,1123.715,1116.4773333333333
1,2014-01-14,1146.159,1107.3316666666665
1,2014-01-15,1112.223,1113.0459999999998
1,2014-01-16,1091.05,1119.2209999999998
1,2014-01-17,1118.722,1117.312
1,2014-01-18,1129.366,1117.8073333333332
1,2014-01-19,1109.575,1111.323
1,2014-01-20,1112.995,1096.1553333333334
1,2014-01-21,1130.852,1073.022333333333
1,2014-01-22,1090.122,1070.8069999999998
1,2014-01-23,1067.492,1146.421333333333
1,2014-01-24,1061.453,1183.5269999999998
1,2014-01-25,1083.4759999999999,1195.3376666666666
1,2014-01-26,1294.335,1151.6336666666666
1,2014-01-27,1172.77,1124.2986666666663
1,2014-01-28,1118.908,1137.1209999999999
1,2014-01-29,1163.223,1138.6779999999999
1,2014-01-30,1090.765,1162.8573333333331
1,2014-01-31,1157.375,1158.486333333333
1,2014-02-01,1167.894,1129.1596666666665
1,2014-02-02,1163.3029999999999,1117.2276666666667
1,2014-02-03,1144.262,1100.3073333333332
1,2014-02-04,1079.914,1108.3396666666665
1,2014-02-05,1127.507,1105.3999999999999
1,2014-02-06,1093.501,1136.3493333333333
1,2014-02-07,1104.011,1135.5503333333334
1,2014-02-08,1118.688,1165.6706666666666
1,2014-02-09,1186.349,1146.573333333333
1,2014-02-10,1101.614,1159.81
1,2014-02-11,1209.049,1137.4029999999998
1,2014-02-12,1129.057,1133.7076666666665
1,2014-02-13,1141.324,1116.6113333333333
1,2014-02-14,1141.828,1107.8319999999999
1,2014-02-15,1117.971,1086.3566666666666
1,2014-02-16,1090.035,1075.95
1,2014-02-17,1115.49,1045.8583333333333
1,2014-02-18,1053.545,1044.4806666666666
1,2014-02-19,1058.815,1040.992
2,2012-09-28,937.57,950.2959999999999
2,2012-09-29,905.748,963.091
2,2012-09-30,1003.68,944.3359999999999
2,2012-10-01,941.46,940.273
2,2012-10-02,944.133,940.0679999999999
2,2012-10-03,947.415,938.0880000000001
2,2012-10-04,929.271,962.1753333333332
2,2012-10-05,943.518,973.0246666666667
2,2012-10-06,941.475,980.8473333333335
2,2012-10-07,1001.533,957.3636666666666
2,2012-10-08,976.066,946.785
2,2012-10-09,964.943,946.3046666666665
2,2012-10-10,931.082,960.3860000000001
2,2012-10-11,944.33,1001.5696666666666
2,2012-10-12,963.502,1013.937
2,2012-10-13,973.326,1011.0496666666668
2,2012-10-14,1067.881,979.3696666666666
2,2012-10-15,1000.604,962.8406666666666
2,2012-10-16,964.664,963.12
2,2012-10-17,972.841,972.2106666666667
2,2012-10-18,951.017,1017.997
2,2012-10-19,965.502,1023.4393333333333
2,2012-10-20,1000.1129999999999,1023.982
2,2012-10-21,1088.376,982.8416666666667
2,2012-10-22,981.829,969.7013333333334
2,2012-10-23,1001.741,980.507
2,2012-10-24,964.955,1017.6766666666666
2,2012-10-25,942.408,1072.9523333333332
2,2012-10-26,1034.158,1064.7766666666664
2,2012-10-27,1076.464,1048.7993333333334
2,2012-10-28,1108.235,1016.6039999999999
2,2012-10-29,1009.631,1037.7986666666668
2,2012-10-30,1028.532,1034.6096666666667
2,2012-10-31,1011.649,1061.5923333333333
2,2012-11-01,1073.215,1122.3123333333333
2,2012-11-02,1018.965,1158.5959999999998
2,2012-11-03,1092.597,1165.5036666666667
2,2012-11-04,1255.375,1124.714
2,2012-11-05,1127.816,1113.9096666666667
2,2012-11-06,1113.32,1091.4470000000001
2,2012-11-07,1133.006,1090.769
2,2012-11-08,1095.403,1152.0073333333332
2,2012-11-09,1045.932,1165.9130000000002
2,2012-11-10,1130.972,1123.2973333333332
2,2012-11-11,1279.118,1042.1436666666666
2,2012-11-12,1087.6490000000001,1026.3393333333333
2,2012-11-13,1003.125,1041.8326666666667
2,2012-11-14,1035.657,1074.1896666666669
2,2012-11-15,1040.236,1119.9193333333333
2,2012-11-16,1049.605,1135.0066666666667
2,2012-11-17,1132.728,1113.504
2,2012-11-18,1177.425,1079.1086666666667
2,2012-11-19,1094.867,1051.6216666666667
2,2012-11-20,1068.22,1046.4956666666667
2,2012-11-21,1074.239,1089.912
2,2012-11-22,1012.406,1142.2746666666665
2,2012-11-23,1052.842,1167.4213333333335
2,2012-11-24,1204.488,1128.9799999999998
2,2012-11-25,1169.494,1127.2640000000001
2,2012-11-26,1128.282,1131.9113333333332
2,2012-11-27,1089.164,1151.850333333333
2,2012-11-28,1164.346,1157.3980000000001
2,2012-11-29,1142.224,1216.2133333333334
2,2012-11-30,1148.981,1228.2853333333335
2,2012-12-01,1180.989,1226.6843333333334
2,2012-12-02,1318.67,1181.9706666666666
2,2012-12-03,1185.1970000000001,1185.5200000000002
2,2012-12-04,1176.186,1181.015
2,2012-12-05,1184.529,1199.1286666666667
2,2012-12-06,1195.845,1234.8173333333334
2,2012-12-07,1162.671,1233.5380000000002
2,2012-12-08,1238.8700000000001,1222.16
2,2012-12-09,1302.911,1210.2390000000003
2,2012-12-10,1158.833,1228.9443333333331
2,2012-12-11,1204.736,1225.3563333333334
2,2012-12-12,1267.148,1195.4213333333335
2,2012-12-13,1214.949,1196.8146666666664
2,2012-12-14,1193.972,1175.3743333333334
2,2012-12-15,1177.343,1182.2663333333333
2,2012-12-16,1219.129,1203.6606666666667
2,2012-12-17,1129.651,1235.3316666666667
2,2012-12-18,1198.019,1238.4266666666665
2,2012-12-19,1283.312,1228.7053333333333
2,2012-12-20,1224.664,1229.4436666666668
2,2012-12-21,1207.304,1247.4083333333333
2,2012-12-22,1254.148,1269.3723333333335
2,2012-12-23,1226.879,1264.4143333333334
2,2012-12-24,1261.198,1235.0013333333334
2,2012-12-25,1320.04,1171.0416666666667
2,2012-12-26,1212.0049999999999,1142.7916666666667
2,2012-12-27,1172.959,1132.483
2,2012-12-28,1128.161,1141.979
2,2012-12-29,1127.255,1139.4743333333333
2,2012-12-30,1142.033,1140.3136666666667
2,2012-12-31,1156.6490000000001,1140.9496666666666
2,2013-01-01,1119.741,1155.8443333333335
2,2013-01-02,1144.551,1168.8923333333332
2,2013-01-03,1158.557,1205.3676666666668
2,2013-01-04,1164.425,1222.3586666666665
2,2013-01-05,1183.695,1191.4186666666667
2,2013-01-06,1267.983,1133.333
2,2013-01-07,1215.398,1139.0243333333335
2,2013-01-08,1090.875,1208.2886666666666
2,2013-01-09,1093.726,1294.069
2,2013-01-10,1232.472,1348.0426666666665
2,2013-01-11,1298.668,1339.013
2,2013-01-12,1351.067,1294.5496666666666
2,2013-01-13,1394.393,1251.994
2,2013-01-14,1271.579,1245.139
2,2013-01-15,1217.677,1274.836
2,2013-01-16,1266.7259999999999,1306.8223333333333
2,2013-01-17,1251.014,1360.5046666666667
2,2013-01-18,1306.768,1350.5906666666667
2,2013-01-19,1362.685,1321.032
2,2013-01-20,1412.061,1271.677
2,2013-01-21,1277.026,1256.876
2,2013-01-22,1274.009,1238.445
2,2013-01-23,1263.996,1217.2016666666666
2,2013-01-24,1232.623,1223.0326666666667
2,2013-01-25,1218.716,1198.0866666666668
2,2013-01-26,1200.266,1173.8696666666667
2,2013-01-27,1250.116,1106.6813333333332
2,2013-01-28,1143.878,1078.217
2,2013-01-29,1127.615,1067.3686666666665
2,2013-01-30,1048.551,1108.8813333333335
2,2013-01-31,1058.4850000000001,1185.693
2,2013-02-01,1095.07,1193.5333333333335
2,2013-02-02,1173.089,1182.1686666666667
2,2013-02-03,1288.92,1140.8286666666665
2,2013-02-04,1118.591,1156.4963333333333
